content_PublishedDate,content_editor,content_site,content_tags,content_title,content_total_words,content_type,url
"8 Desember 2023, 11:27 WIB",unknown,Kompas.com,unknown,Hamas: Sandera Israel Tidak Akan Kembali Kecuali Agresi Berhenti,unknown,Video,https://video.kompas.com/watch/1082719/hamas-sandera-israel-tidak-akan-kembali-kecuali-agresi-berhenti
2023-12-08 11:09:00,Kristian Erdianto,Kompas.com,"klarifikasi, cek fakta, hoaks konflik Israel dan Palestina",[KLARIFIKASI] Video Pengibaran Bendera Israel Bukan Berlokasi di RS Al Shifa - Kompas.com,340,Standard,http://www.kompas.com/cekfakta/read/2023/12/08/110900582/-klarifikasi-video-pengibaran-bendera-israel-bukan-berlokasi-di-rs-al
"8 Desember 2023, 09:05 WIB",Adinda Septia Berliana,Kompas.com,unknown,"Putin Bertemu Presiden Iran, Sebut Perang Israel-Hamas Kegagalan Diplomasi AS",unknown,Video,https://video.kompas.com/watch/1082459/putin-bertemu-presiden-iran-sebut-perang-israel-hamas-kegagalan-diplomasi-as
2023-12-08 08:52:00,Irawan Sapto Adhi,Kompas.com,"tepi barat, Perang Israel-Hamas, tentara Israel tembak pria difabel",Beredar Video Tentara Israel Tembak Pria Difabel Palestina di Tepi Barat - Kompas.com,529,Standard,http://www.kompas.com/global/read/2023/12/08/085200570/beredar-video-tentara-israel-tembak-pria-difabel-palestina-di-tepi-barat
"8 Desember 2023, 07:31 WIB",unknown,Kompas.com,unknown,"Hamas Ancam Israel, Sandera Tak Akan Kembali Kecuali Agresi Berhenti",unknown,Video,https://video.kompas.com/watch/1082372/hamas-ancam-israel-sandera-tak-akan-kembali-kecuali-agresi-berhenti
"7 Desember 2023, 23:28 WIB",Vina Muthi Ambarwati,Kompas.com,unknown,Situasi Kota Terbesar di Gaza Usai Diserang Israel,unknown,Video,https://video.kompas.com/watch/1082246/situasi-kota-terbesar-di-gaza-usai-diserang-israel
"7 Desember 2023, 21:44 WIB",Arini Kusuma Jati,Kompas.com,unknown,Tentara Israel di Gaza Keracunan Makanan,unknown,Video,https://video.kompas.com/watch/1082138/tentara-israel-di-gaza-keracunan-makanan
"7 Desember 2023, 21:23 WIB",Arini Kusuma Jati,Kompas.com,unknown,"Tentara Israel di Gaza Keracunan Makanan, Alami Diare Parah dan Demam Tinggi",unknown,Video,https://video.kompas.com/watch/1082035/tentara-israel-di-gaza-keracunan-makanan-alami-diare-parah-dan-demam-tinggi
"7 Desember 2023, 21:19 WIB",unknown,Kompas.com,unknown,"UEA Sambut Putin dengan Mewah, Kerahkan Jet Akrobatik",unknown,Video,https://video.kompas.com/watch/1082032/uea-sambut-putin-dengan-mewah-kerahkan-jet-akrobatik
"7 Desember 2023, 20:50 WIB",Vina Muthi Ambarwati,Kompas.com,unknown,Palestina Tembakkan Roket ke Israel dari Jalur Gaza,unknown,Video,https://video.kompas.com/watch/1082016/palestina-tembakkan-roket-ke-israel-dari-jalur-gaza
"7 Desember 2023, 20:30 WIB",unknown,Kompas.com,unknown,"Perang Israel-Hamas Berlangsung 2 Bulan, Apa Saja yang Terjadi?",unknown,Video,https://video.kompas.com/watch/1081926/perang-israel-hamas-berlangsung-2-bulan-apa-saja-yang-terjadi
"7 Desember 2023, 20:15 WIB",unknown,Kompas.com,unknown,Intip Lokasi Gudang Senjata yang Diklaim Israel sebagai yang Terbesar di Gaza,unknown,Video,https://video.kompas.com/watch/1081873/intip-lokasi-gudang-senjata-yang-diklaim-israel-sebagai-yang-terbesar-di-gaza
2023-12-07 19:00:00,Tito Hilmawan Reditya,Kompas.com,"perang hamas israel, 2 bulan perang israel hamas","2 Bulan Perang Israel-Hamas, 16.248 Warga Palestina Tewas, DK PBB Tak Juga Ambil Tindakan - Kompas.com",418,Standard,http://www.kompas.com/global/read/2023/12/07/190000870/2-bulan-perang-israel-hamas-16.248-warga-palestina-tewas-dk-pbb-tak-juga
"7 Desember 2023, 18:40 WIB",unknown,Kompas.com,unknown,"Korban di Gaza Terus Bertambah, AS Tetap Kirim Senjata ke Israel",unknown,Video,https://video.kompas.com/watch/1081710/korban-di-gaza-terus-bertambah-as-tetap-kirim-senjata-ke-israel
2023-12-07 18:23:41,Kristian Erdianto,Kompas.com,"hoaks, cek fakta",[HOAKS] Pemuda Palestina Palsukan Cedera Tangan akibat Disiksa Israel - Kompas.com,491,Standard,http://www.kompas.com/cekfakta/read/2023/12/07/182341482/hoaks-pemuda-palestina-palsukan-cedera-tangan-akibat-disiksa-israel
"7 Desember 2023, 14:55 WIB",Bernadetha Nadia Deni Ananda,Kompas.com,unknown,"Sekjen PBB Surati Dewan Keamanan, Desak Gencatan Senjata Gaza",unknown,Video,https://video.kompas.com/watch/1081018/sekjen-pbb-surati-dewan-keamanan-desak-gencatan-senjata-gaza
"7 Desember 2023, 14:18 WIB",unknown,Kompas.com,unknown,Penampakan Lokasi yang Diklaim Israel sebagai Gudang Senjata Terbesar di Jalur Gaza,unknown,Video,https://video.kompas.com/watch/1080852/penampakan-lokasi-yang-diklaim-israel-sebagai-gudang-senjata-terbesar-di-jalur-gaza
"7 Desember 2023, 14:14 WIB",Anneke Sherina Ramadhani,Kompas.com,unknown,Hamas Bantah Tudingan Kekerasan Seksual pada Perempuan Israel,unknown,Video,https://video.kompas.com/watch/1080850/pbb-terima-laporan-soal-kekerasan-seksual-hamas-pada-perempuan-israel
2023-12-07 14:00:00,Rizal Setyo Nugroho,Kompas.com,"Palestina, tentara Israel, perang israel hamas, tentara Israel di Jalur Gaza, Tentara Israel keracunan makanan","Tentara Israel Keracunan Makanan, Alami Diare Parah dan Demam Tinggi - Kompas.com",504,Standard,http://www.kompas.com/tren/read/2023/12/07/140000965/tentara-israel-keracunan-makanan-alami-diare-parah-dan-demam-tinggi
"6 Desember 2023, 22:10 WIB",unknown,Kompas.com,unknown,"Perhatian Putin kepada Palestina, Terbang ke UEA Bahas Konflik Israel-Hamas",unknown,Video,https://video.kompas.com/watch/1079697/perhatian-putin-kepada-palestina-terbang-ke-uea-bahas-konflik-israel-hamas
"6 Desember 2023, 20:44 WIB",unknown,Kompas.com,unknown,Netanyahu: Hanya Israel yang Bisa Lenyapkan Hamas,unknown,Video,https://video.kompas.com/watch/1079567/netanyahu-hanya-israel-yang-bisa-lenyapkan-hamas
"6 Desember 2023, 20:31 WIB",Anggie Puspariana,Kompas.com,unknown,"Israel Berencana Banjiri Terowongan Hamas dengan Air Laut, Gaza Terancam Krisis Air Bersih",unknown,Video,https://video.kompas.com/watch/1079482/israel-berencana-banjiri-terowongan-hamas-dengan-air-laut-gaza-terancam-krisis-air-bersih
"6 Desember 2023, 19:38 WIB",unknown,Kompas.com,unknown,Netanyahu Janji Israel Akan Kendalikan Keamanan di Gaza Usai Perang,unknown,Video,https://video.kompas.com/watch/1079394/netanyahu-janji-israel-akan-kendalikan-keamanan-di-gaza-usai-perang
"6 Desember 2023, 19:17 WIB",Bernadetha Nadia Deni Ananda,Kompas.com,unknown,"Penampakan RS Al Aqsa Dipadati Warga Gaza, Imbas Israel-Hamas Kembali Memanas",unknown,Video,https://video.kompas.com/watch/1079234/penampakan-rs-al-aqsa-dipadati-warga-gaza-imbas-israel-hamas-kembali-memanas
"6 Desember 2023, 18:17 WIB",unknown,Kompas.com,unknown,"Solidaritas Untuk Gaza, Gereja Di Betlehem Meniadakan Perayaan Natal",unknown,Video,https://video.kompas.com/watch/1079035/solidaritas-untuk-gaza-gereja-di-betlehem-meniadakan-perayaan-natal
"6 Desember 2023, 17:49 WIB",unknown,Kompas.com,unknown,"Barisan Tank dan Tentara Israel Menuju Gaza Selatan, Panglima Perang Fase Ketiga Dimulai",unknown,Video,https://video.kompas.com/watch/1079007/barisan-tank-dan-tentara-israel-menuju-gaza-selatan-panglima-perang-fase-ketiga-dimulai
"6 Desember 2023, 16:10 WIB",unknown,Kompas.com,unknown,"Momen Militer Israel Gempur Gaza Selatan, Lepaskan Serangan Darat dan Udara",unknown,Video,https://video.kompas.com/watch/1078684/momen-militer-israel-gempur-gaza-selatan-lepaskan-serangan-darat-dan-udara
"6 Desember 2023, 15:26 WIB",unknown,Kompas.com,unknown,Netanyahu Kembali Sebut Israel Akan Ambil Alih Keamanan di Gaza,unknown,Video,https://video.kompas.com/watch/1078516/netanyahu-kembali-sebut-israel-akan-ambil-alih-keamanan-di-gaza
