article_link,article_title
https://www.cnbcindonesia.com/news/20231011065724-4-479550/israel-siapkan-serangan-darat-warga-ungkap-kondisi-terkini,"Israel Siapkan Serangan Darat, Warga Ungkap Kondisi Terkini"
https://www.cnbcindonesia.com/research/20231010143250-128-479425/israel-jadi-10-bandar-senjata-terbesar-dunia-cuannya-rp196-t,"Israel Jadi 10 Bandar Senjata Terbesar Dunia, Cuannya Rp196 T"
https://www.cnbcindonesia.com/news/20231010161152-4-479456/ramalan-baba-vanga-muncul-soal-perang-hamas-vs-israel,Ramalan Baba Vanga Muncul soal Perang Hamas Vs Israel
https://www.cnbcindonesia.com/news/20231010190211-4-479506/7-update-perang-hamas-israel-data-korban-sampai-sikap-pbb,"7 Update Perang Hamas-Israel, Data Korban sampai Sikap PBB"
https://www.cnbcindonesia.com/news/20231010151332-7-479439/potret-pilu-warga-jalur-gaza-di-tengah-perang-hamas-israel,Potret Pilu Warga Jalur Gaza di Tengah Perang Hamas-Israel
https://www.cnbcindonesia.com/news/20231010183455-8-479498/perang-hamas-makin-memanas-hingga-mbs-respon-soal-perang,Perang Hamas Makin Memanas Hingga MBS Respon Soal Perang
https://www.cnbcindonesia.com/news/20231010183455-8-479499/jokowi-buka-suara-desak-perang-israel-hamas-dihentikan,"Jokowi Buka Suara, Desak Perang Israel-Hamas Dihentikan"
https://www.cnbcindonesia.com/news/20231010173340-8-479479/pemerintah-israel-janji-bakal-terus-lawan-aksi-hamas,Pemerintah Israel Janji Bakal Terus Lawan Aksi Hamas
https://www.cnbcindonesia.com/news/20231010155010-8-479450/efek-perang-palestina-israel-jokowi-harus-waspada-hal-ini,"Efek Perang Palestina & Israel, Jokowi Harus Waspada Hal Ini!"
https://www.cnbcindonesia.com/news/20231010143946-4-479429/eksklusif-dubes-israel-buka-suara-soal-perang-dengan-hamas,Eksklusif! Dubes Israel Buka Suara soal Perang dengan Hamas
