article_link
https://video.kompas.com/watch/1393080/irak-peringatkan-bahaya-eskalasi-militer-konflik-iran-israel
https://video.kompas.com/watch/1393069/israel-kembali-serang-rafah-22-warga-tewas
https://video.kompas.com/watch/1393013/juru-bicara-militer-pasukan-idf-dikerahkan-di-perbatasan-israel
https://video.kompas.com/watch/1392993/momen-warga-palestina-mengungsi-dari-rafah-sesaat-sebelum-serangan-israel
http://www.kompas.com/tren/read/2024/04/22/070000165/alasan-as-tolak-palestina-jadi-anggota-pbb
http://www.kompas.com/global/read/2024/04/22/061500270/-kabar-dunia-sepekan-banjir-dubai-as-veto-palestina-di-pbb
https://video.kompas.com/watch/1392830/citra-satelit-tampilkan-dampak-serangan-iran-di-pangkalan-udara-israel
http://www.kompas.com/global/read/2024/04/21/212809670/usai-bertemu-pemimpin-hamas-erdogan-desak-warga-palestina-bersatu
https://video.kompas.com/watch/1392361/palestina-kecam-dpr-as-yang-setujui-paket-bantuan-militer-untuk-israel
http://www.kompas.com/global/read/2024/04/21/180700370/coba-serang-tentara-israel-2-warga-palestina-tewas-ditembak
https://video.kompas.com/watch/1392297/arab-saudi-khawatir-pendudukan-israel-berlanjut-atas-gagalnya-palestina-jadi-anggota-pbb
https://video.kompas.com/watch/1392236/detik-detik-serangan-udara-israel-ke-rafah-saat-warga-akan-mengungsi
https://video.kompas.com/watch/1392128/as-pikir-pikir-beri-senjata-lagi-ke-israel-senilai-rp-1-miliar-dolar
https://video.kompas.com/watch/1391989/kapal-turkiye-coba-tembus-blokade-israel-untuk-kirim-bantuan-ke-gaza
https://video.kompas.com/watch/1391840/kapal-bantuan-turkiye-siap-dobrak-blokade-israel-jika-halangi-kiriman-bantuan-ke-gaza
https://video.kompas.com/watch/1390570/anggota-parlemen-hizbullah-remehkan-ketegangan-regional-usai-serangan-israel-ke-iran
http://www.kompas.com/global/read/2024/04/20/115900870/hari-ini-pemimpin-hamas-adakan-pembicaraan-dengan-turkiye
https://video.kompas.com/watch/1389868/sikap-kremlin-soal-serangan-israel-ke-iran
http://www.kompas.com/global/read/2024/04/20/053000170/-populer-global-israel-balas-serangan-iran-as-veto-resolusi-keanggotaan
https://video.kompas.com/watch/1389647/serangan-israel-tak-berpengaruh-kota-isfahan-di-iran-masih-beraktivitas-normal
https://video.kompas.com/watch/1389642/kemenlu-ri-kecewa-sebut-veto-as-khianati-upaya-perdamaian-di-timur-tengah
https://video.kompas.com/watch/1389639/profil-isfahan-ntc-pusat-nuklir-iran-yang-diduga-jadi-sasaran-serangan-israel
https://video.kompas.com/watch/1389632/serangan-israel-ke-iran-adalah-ide-buruk
https://video.kompas.com/watch/1389631/panglima-senior-iran-santai-tanggapi-serangan-israel
http://megapolitan.kompas.com/read/2024/04/19/20345921/demo-di-depan-kedubes-as-koalisi-musisi-untuk-palestina-serukan-tiga
http://www.kompas.com/tren/read/2024/04/19/203000365/mengenal-hak-veto-dan-sederet-konversinya-terbaru-gagalkan-palestina-jadi
https://video.kompas.com/watch/1389393/uni-eropa-desak-israel-tak-lakukan-operasi-militer-di-rafah
https://video.kompas.com/watch/1389392/keanggotaan-penuh-palestina-di-pbb-bisa-hapuskan-ketidakadilan
https://video.kompas.com/watch/1389234/fakta-fakta-serangan-israel-ke-iran-3-ledakan-di-pusat-nuklir-tak-berpengaruh
https://video.kompas.com/watch/1389224/as-veto-rancangan-resolusi-soal-keanggotaan-palestina-di-pbb-apa-alasannya
http://megapolitan.kompas.com/read/2024/04/19/15432501/demo-di-depan-kedubes-as-koalisi-musisi-bersama-kontras-tuntut
https://video.kompas.com/watch/1388419/penjelasan-hoaks-soal-video-warga-palestina-rayakan-serangan-iran-ke-israel
https://video.kompas.com/watch/1388382/qatar-evaluasi-peran-mediator-dalam-konflik-israel-hamas-kenapa
https://video.kompas.com/watch/1388209/iran-sebut-krisis-akan-berakhir-jika-israel-setop-operasi-militer-di-palestina
https://video.kompas.com/watch/1388114/mengapa-penting-bagi-palestina-jadi-anggota-penuh-pbb
http://www.kompas.com/global/read/2024/04/19/132616570/australia-minta-warganya-tinggalkan-israel-dan-palestina
https://video.kompas.com/watch/1387846/indonesia-china-sepakat-solusi-dua-negara-sebagai-jalan-keluar-konflik-palestina
https://video.kompas.com/watch/1387827/diakui-138-negara-ada-55-negara-yang-belum-akui-palestina
https://video.kompas.com/watch/1387687/hoaks-drone-tersangkut-kabel-listrik-tak-terkait-serangan-iran-ke-israel
https://video.kompas.com/watch/1387667/veto-as-gagalkan-keanggotaan-penuh-di-pbb-palestina-ini-agresi-terang-terangan
https://video.kompas.com/watch/1387662/palestina-gagal-jadi-anggota-penuh-pbb-kena-veto-as
