content_PublishedDate,content_editor,content_site,content_tags,content_title,content_total_words,content_type,url
"21 Oktober 2023, 19:13 WIB",Muhammad Dava Arrifa,Kompas.com,unknown,Ada Apa di Jalur Gaza? #Shorts,unknown,Video,https://video.kompas.com/watch/969996/ada-apa-di-jalur-gaza-shorts
"21 Oktober 2023, 19:00 WIB",Muhammad Dava Arrifa,Kompas.com,unknown,"Jalur Gaza, Titik Konflik Hamas dan Israel",unknown,Video,https://video.kompas.com/watch/969993/jalur-gaza-titik-konflik-hamas-dan-israel
"21 Oktober 2023, 16:47 WIB",unknown,Kompas.com,unknown,Konflik Israel-Hamas Masih Panas! Warga Gaza Menanti Bantuan,unknown,Video,https://video.kompas.com/watch/969804/konflik-israel-hamas-masih-panas-warga-gaza-menanti-bantuan
2023-10-21 15:59:53,Reni Susanti,Kompas.com,"bandung, Palestina, Aher, demo palestina",Ribuan Warga Bandung Turun ke Jalan Gelar Aksi Dukung Palestina - Kompas.com,444,Standard,http://bandung.kompas.com/read/2023/10/21/155953478/ribuan-warga-bandung-turun-ke-jalan-gelar-aksi-dukung-palestina
"21 Oktober 2023, 14:32 WIB",unknown,Kompas.com,unknown,Gereja yang Tampung Pengungsi di Gaza Diserang Israel,unknown,Video,https://video.kompas.com/watch/969473/gereja-yang-tampung-pengungsi-di-gaza-diserang-israel
2023-10-21 12:53:00,Irawan Sapto Adhi,Kompas.com,"Presiden Palestina, perang Hamas-Israel, KTT Perdamaian Kairo",KTT Perdamaian Kairo untuk Bahas Cara Redakan Perang Hamas-Israel Dibuka Hari Ini - Kompas.com,262,Standard,http://www.kompas.com/global/read/2023/10/21/125300970/ktt-perdamaian-kairo-untuk-bahas-cara-redakan-perang-hamas-israel-dibuka
"20 Oktober 2023, 23:02 WIB",unknown,Kompas.com,unknown,Belum Berhenti! Militer Israel Lanjutkan Serangan Udara di Jalur Gaza,unknown,Video,https://video.kompas.com/watch/968562/belum-berhenti-militer-israel-lanjutkan-serangan-udara-di-jalur-gaza
"20 Oktober 2023, 18:18 WIB",unknown,Kompas.com,unknown,3 Alasan Kenapa Konflik Israel-Palestina Sulit Didamaikan,unknown,Video,https://video.kompas.com/watch/967914/3-alasan-kenapa-konflik-israel-palestina-sulit-didamaikan
"20 Oktober 2023, 17:47 WIB",Meiva Jufarani,Kompas.com,unknown,"Sesama Negara Arab Tapi Tolak Pengungsi Palestina, Kenapa?",unknown,Video,https://video.kompas.com/watch/967900/sesama-negara-arab-tapi-tolak-pengungsi-palestina-kenapa
2023-10-20 17:34:17,Novianti Setuningsih,Kompas.com,"Jokowi, Gaza, Israel-Palestina, perang israel hamas, konflik israel dan hamas, perang Hamas-Israel, KTT ASEAN-GCC","Bicara di KTT ASEAN-GCC, Jokowi Serukan Kekerasan di Gaza Harus Dihentikan - Kompas.com",410,Standard,http://nasional.kompas.com/read/2023/10/20/17341781/bicara-di-ktt-asean-gcc-jokowi-serukan-kekerasan-di-gaza-harus-dihentikan
"20 Oktober 2023, 17:17 WIB",Anggie Puspariana,Kompas.com,unknown,Mesir Akan Awasi Koridor Kemanusiaan ke Gaza,unknown,Video,https://video.kompas.com/watch/967681/mesir-akan-awasi-koridor-kemanusiaan-ke-gaza
"20 Oktober 2023, 17:17 WIB",unknown,Kompas.com,unknown,"Penampakan Kamp Pengungsian Warga Gaza, Hidup Tanpa Listrik, Tidur Beralaskan Selimut",unknown,Video,https://video.kompas.com/watch/967679/penampakan-kamp-pengungsian-warga-gaza-hidup-tanpa-listrik-tidur-beralaskan-selimut
"20 Oktober 2023, 17:11 WIB",unknown,Kompas.com,unknown,Kala Presiden Biden Sindir Hamas dan Putin Sama-sama Mengancam,unknown,Video,https://video.kompas.com/watch/967675/kala-presiden-biden-sindir-hamas-dan-putin-sama-sama-mengancam
"20 Oktober 2023, 17:01 WIB",unknown,Kompas.com,unknown,3 Alasan Israel-Palestina Sulit Damai,unknown,Video,https://video.kompas.com/watch/967671/3-alasan-israel-palestina-sulit-damai
2023-10-20 16:20:39,Reni Susanti,Kompas.com,"Aceh, demo palestina, invasi Israel ke Gaza, bendera israel dibakar","Rakyat Aceh Demo dan Bakar Bendera Isreal, Buntut Invasi Israel ke Palestina - Kompas.com",254,Standard,http://regional.kompas.com/read/2023/10/20/162039578/rakyat-aceh-demo-dan-bakar-bendera-isreal-buntut-invasi-israel-ke-palestina
"20 Oktober 2023, 13:16 WIB",unknown,Kompas.com,unknown,Momen Presiden Biden Tinggalkan Wartawan saat Ditanya Kemungkinan Israel Langgar Hukum Perang,unknown,Video,https://video.kompas.com/watch/966905/momen-presiden-biden-tinggalkan-wartawan-saat-ditanya-kemungkinan-israel-langgar-hukum-perang
"20 Oktober 2023, 11:18 WIB",unknown,Kompas.com,unknown,"Bela Warga Sipil, China Kecewa dengan AS karena Buat Konflik Israel-Palestina Makin Panjang",unknown,Video,https://video.kompas.com/watch/966630/bela-warga-sipil-china-kecewa-dengan-as-karena-buat-konflik-israel-palestina-makin-panjang
"20 Oktober 2023, 10:08 WIB",unknown,Kompas.com,unknown,"Jokowi Tegas, Indonesia Tidak Akan Tinggal Diam Melihat Ketidakadilan terhadap Palestina",unknown,Video,https://video.kompas.com/watch/966506/jokowi-tegas-indonesia-tidak-akan-tinggal-diam-melihat-ketidakadilan-terhadap-palestina
2023-10-20 10:00:00,Tito Hilmawan Reditya,Kompas.com,"donasi gaza, donasi palestina, kedubes palestina jakarta","Kedubes Palestina Tampung Donasi untuk Warga Gaza, Ini Caranya - Kompas.com",136,Standard,http://www.kompas.com/global/read/2023/10/20/100000870/kedubes-palestina-tampung-donasi-untuk-warga-gaza-ini-caranya
"20 Oktober 2023, 08:57 WIB",unknown,Kompas.com,unknown,"Lagi-lagi, Rudal dari Gaza Dicegat Iron Dome Milik Israel",unknown,Video,https://video.kompas.com/watch/966386/lagi-lagi-rudal-dari-gaza-dicegat-iron-dome-milik-israel
"20 Oktober 2023, 08:39 WIB",Adinda Septia Berliana,Kompas.com,unknown,Menhan Israel Tegaskan Pertempuran Akan Panjang dan Sulit,unknown,Video,https://video.kompas.com/watch/966383/menhan-israel-tegaskan-pertempuran-akan-panjang-dan-sulit
"19 Oktober 2023, 23:08 WIB",unknown,Kompas.com,unknown,Menhan Israel Kunjungi Prajurit di Perbatasan Gaza,unknown,Video,https://video.kompas.com/watch/966125/menhan-israel-kunjungi-prajurit-di-perbatasan-gaza
"19 Oktober 2023, 20:42 WIB",Bernadetha Nadia Deni Ananda,Kompas.com,unknown,China Dukung Mesir Buka Koridor Bantuan Kemanusiaan ke Palestina,unknown,Video,https://video.kompas.com/watch/965929/china-dukung-mesir-buka-koridor-bantuan-kemanusiaan-ke-palestina
"19 Oktober 2023, 20:25 WIB",Vina Muthi Ambarwati,Kompas.com,unknown,Joe Biden Bela Israel soal Ledakan di Rumah Sakit Gaza,unknown,Video,https://video.kompas.com/watch/965794/joe-biden-bela-israel-soal-ledakan-di-rumah-sakit-gaza
"19 Oktober 2023, 19:19 WIB",Vina Muthi Ambarwati,Kompas.com,unknown,Biden Bela Israel soal Ledakan di Rumah Sakit Gaza,unknown,Video,https://video.kompas.com/watch/965622/biden-bela-israel-soal-ledakan-di-rumah-sakit-gaza
2023-10-19 19:00:00,Tito Hilmawan Reditya,Kompas.com,"perang hamas israel, rusia kirim bantuan kemanusiaan ke gaza, bantuan gaza, bantuan palestina",Rusia Kirim 27 Ton Bantuan Kemanusiaan ke Gaza - Kompas.com,206,Standard,http://www.kompas.com/global/read/2023/10/19/190000870/rusia-kirim-27-ton-bantuan-kemanusiaan-ke-gaza
"19 Oktober 2023, 16:51 WIB",unknown,Kompas.com,unknown,[FULL] Jokowi: Indonesia Kutuk Serangan Israel!,unknown,Video,https://video.kompas.com/watch/965213/full-jokowi-indonesia-kutuk-serangan-israel
"19 Oktober 2023, 16:42 WIB",unknown,Kompas.com,unknown,Rusia Terbangkan 27 Ton Bantuan Kemanusiaan untuk Warga Gaza via Mesir,unknown,Video,https://video.kompas.com/watch/965204/rusia-terbangkan-27-ton-bantuan-kemanusiaan-untuk-warga-gaza-via-mesir
"19 Oktober 2023, 15:21 WIB",Anggie Puspariana,Kompas.com,unknown,Anies-Imin Doakan Palestina Usai Resmi Daftar Pilpres di KPU,unknown,Video,https://video.kompas.com/watch/964820/anies-imin-doakan-palestina-usai-resmi-daftar-pilpres-di-kpu
"19 Oktober 2023, 14:25 WIB",unknown,Kompas.com,unknown,Perdana Menteri Israel Janjikan Kemenangan atas Hamas di Hadapan Biden,unknown,Video,https://video.kompas.com/watch/964634/perdana-menteri-israel-janjikan-kemenangan-atas-hamas-di-hadapan-biden
