article_link,date_time,article_title
https://khazanah.republika.co.id/berita/s2zox2430/iran-kirimkan-60-ton-bantuan-kemanusiaan-untuk-gaza,"23 October 2023, 23:10",Iran Kirimkan 60 Ton Bantuan Kemanusiaan untuk Gaza
https://internasional.republika.co.id/berita/s2znfq348/cpj-23-jurnalis-terbunuh-selama-perang-di-gaza,"23 October 2023, 22:51",CPJ: 23 Jurnalis Terbunuh Selama Perang di Gaza
https://khazanah.republika.co.id/berita/s2zmuk483/doa-bersama-lintas-agama-untuk-palestina,"23 October 2023, 22:25",Doa Bersama Lintas Agama untuk Palestina
https://internasional.republika.co.id/berita/s2zhk9463/pm-palestina-dukungan-internasional-untuk-israel-adalah-izin-pembunuhan,"23 October 2023, 21:10",PM Palestina: Dukungan Internasional untuk Israel adalah Izin Pembunuhan
https://khazanah.republika.co.id/berita/s2z08w430/sikap-tegas-malaysia-soal-agresi-israel-ke-palestina,"23 October 2023, 18:00",Sikap Tegas Malaysia Soal Agresi Israel ke Palestina
https://khazanah.republika.co.id/berita/s2z9ov451/wsi-mengutuk-israel-serang-anak-dan-wanita-tak-berdaya,"23 October 2023, 17:41",WSI Mengutuk Israel Serang Anak dan Wanita Tak Berdaya
https://khazanah.republika.co.id/berita/s2z4mb430/liga-arab-tingkatkan-kekhawatiran-bencana-kemanusiaan-di-gaza-akibat-pendudukan-israel,"23 October 2023, 15:51",Liga Arab Tingkatkan Kekhawatiran Bencana Kemanusiaan di Gaza Akibat Pendudukan Israel
https://khazanah.republika.co.id/berita/s2z2c6451/sejumlah-warga-lampung-turun-ke-jalan-gelar-aksi-peduli-palestina,"23 October 2023, 15:02",Sejumlah Warga Lampung Turun ke Jalan Gelar Aksi Peduli Palestina
https://diplomasi.republika.co.id/posts/241636/karena-kritik-serangan-israel-ke-gaza-ceo-web-summit-mundur,"23 October 2023, 13:07","Karena Kritik Serangan Israel ke Gaza, CEO Web Summit Mundur"
https://analisis.republika.co.id/berita/s2xok5415/menanamkan-bela-palestina-di-hati-khalayak,"23 October 2023, 05:01",Menanamkan Bela Palestina di Hati Khalayak
https://sharia.republika.co.id/berita/s2xq9o457/world-zakat-and-waqf-forum-2023-di-kedah-hasilkan-enam-poin-resolusi,"22 October 2023, 21:44",World Zakat and Waqf Forum 2023 di Kedah Hasilkan Enam Poin Resolusi
https://visual.republika.co.id/berita/s2xo3w375/aksi-solidaritas-lampung-bersama-palestina,"22 October 2023, 20:57",Aksi Solidaritas Lampung Bersama Palestina
https://sport.republika.co.id/berita/s2xd24456/islam-menang-ko-di-ufc-ajak-semua-pihak-selamatkan-palestina,"22 October 2023, 16:58","Islam Menang KO di UFC, Ajak Semua Pihak Selamatkan Palestina"
https://khazanah.republika.co.id/berita/s2wnux451/as-sambut-baik-bantuan-kemanusiaan-ke-gaza,"22 October 2023, 09:40",AS Sambut Baik Bantuan Kemanusiaan ke Gaza
https://internasional.republika.co.id/berita/s2wpub370/ktt-kairo-belum-capai-kesepakan-untuk-hentikan-perang-israelhamas,"22 October 2023, 09:32",KTT Kairo Belum Capai Kesepakan untuk Hentikan Perang Israel-Hamas
https://news.republika.co.id/berita/s2wq2c456/61st-annual-session-of-aalco-aalco-suarakan-kepentingan-negara-asia,"22 October 2023, 08:42",61st Annual Session of AALCO AALCO Suarakan Kepentingan Negara Asia
https://visual.republika.co.id/berita/s2vxml491/relawan-sujud-syukur-gerbang-perbatasan-rafah-dibuka-bawa-bantuan-untuk-gaza,"21 October 2023, 22:27","Relawan Sujud Syukur, Gerbang Perbatasan Rafah Dibuka Bawa Bantuan Untuk Gaza"
https://internasional.republika.co.id/berita/s2vvl1502/greta-thunberg-suarakan-dukungannya-untuk-palestina,"21 October 2023, 21:43",Greta Thunberg Suarakan Dukungannya untuk Palestina
https://www.republika.id/posts/46855/palestina-duri-dalam-kejahatan-israel,"21 October 2023, 17:06","Palestina, Duri dalam Kejahatan Israel"
https://khazanah.republika.co.id/berita/s2vgch430/tim-merc-salurkan-bantuan-tahap-awal-di-gaza,"21 October 2023, 16:14",Tim MER-C Salurkan Bantuan Tahap Awal di Gaza
https://khazanah.republika.co.id/berita/s2va9m430/buya-hamka-dan-pandangannya-tentang-konflik-palestinaisrael,"21 October 2023, 14:09",Buya Hamka dan Pandangannya tentang Konflik Palestina-Israel
https://en.republika.co.id/berita/s2v2js393/oic-calls-for-immediate-ceasefire-in-gaza,"21 October 2023, 11:16",OIC Calls for Immediate Cease-Fire in Gaza
https://khazanah.republika.co.id/berita/s2uwji430/dukung-palestina-festival-film-ini-dibatalkan,"21 October 2023, 10:30","Dukung Palestina, Festival Film Ini Dibatalkan"
https://khazanah.republika.co.id/berita/s2usgz430/oki-serukan-gencatan-senjata-segera-di-gaza,"21 October 2023, 10:00",OKI Serukan Gencatan Senjata Segera di Gaza
https://tv.republika.co.id/berita/s2utxb418/aksi-sholat-jumat-demonstran-pro-palestina-di-washington-dc,"21 October 2023, 08:10",Aksi Sholat Jumat Demonstran Pro Palestina di Washington DC
https://khazanah.republika.co.id/berita/s2umwb430/nu-imbau-warga-aceh-doakan-palestina,"21 October 2023, 08:00",NU Imbau Warga Aceh Doakan Palestina
https://khazanah.republika.co.id/berita/s2upda430/hamas-bebaskan-dua-warga-as,"21 October 2023, 06:45",Hamas Bebaskan Dua Warga AS
https://khazanah.republika.co.id/berita/s2ul8q430/gcc-asean-serukan-gencatan-senjata-di-gaza,"21 October 2023, 06:00",GCC ASEAN Serukan Gencatan Senjata di Gaza
https://analisis.republika.co.id/berita/s2un61415/kebrutalan-israel-di-gaza-bikin-pusing-pejuang-kpr-di-indonesia,"21 October 2023, 05:44",Kebrutalan Israel di Gaza Bikin Pusing Pejuang KPR di Indonesia
https://visual.republika.co.id/berita/s2u52b491/krisis-listrik-di-rafah-masih-mengancam-hingga-kini,"20 October 2023, 23:20",Krisis Listrik di Rafah Masih Mengancam Hingga Kini
https://visual.republika.co.id/berita/s2u2m3491/militer-israel-membatasi-umat-muslim-beribadah-di-masjid-al-aqsa,"20 October 2023, 22:30",Militer Israel Membatasi Umat Muslim Beribadah di Masjid Al Aqsa
https://khazanah.republika.co.id/berita/s2txki430/kospy-sampaikan-sembilan-tuntutan-soal-genosida-di-palestina-ke-pbb,"20 October 2023, 20:31",KOSPY Sampaikan Sembilan Tuntutan Soal Genosida di Palestina ke PBB
https://khazanah.republika.co.id/berita/s2tw6c430/bagaimana-rasanya-hamil-di-tengah-kecamuk-perang-hamasisrael,"20 October 2023, 20:01",Bagaimana Rasanya Hamil di Tengah Kecamuk Perang Hamas-Israel
https://khazanah.republika.co.id/berita/s2tuy6451/hut-ke13-penerbit-rene-turos-group-bagikan-buku-anakanak-ajaib-gaza,"20 October 2023, 19:34","HUT Ke-13, Penerbit Rene Turos Group Bagikan Buku Anak-Anak Ajaib Gaza"
https://visual.republika.co.id/berita/s2tqam491/mahasiswa-geruduk-kantor-pbb-jakarta,"20 October 2023, 17:54",Mahasiswa Geruduk Kantor PBB Jakarta
https://khazanah.republika.co.id/berita/s2tkfa430/eropa-ditantang-tampung-1-juta-pengungsi-gaza-jika-memang-peduli-ham,"20 October 2023, 15:47",Eropa Ditantang Tampung 1 Juta Pengungsi Gaza Jika Memang Peduli HAM
https://khazanah.republika.co.id/berita/s2tkbp430/perang-israel-palestina-munculkan-risiko-pasokan-energi-dan-naikkan-harga-minyak,"20 October 2023, 15:45",Perang Israel Palestina Munculkan Risiko Pasokan Energi dan Naikkan Harga Minyak
https://iqra.republika.co.id/berita/s2tk8f430/kisah-penduduk-palestina-bertemu-dan-berdialog-dengan-dajjal,"20 October 2023, 15:43",Kisah Penduduk Palestina Bertemu dan Berdialog dengan Dajjal
https://internasional.republika.co.id/berita/s2tgm4425/israel-blokade-bantuan-ke-gaza-who-tegaskan-seruan-ini,"20 October 2023, 14:25","Israel Blokade Bantuan ke Gaza, WHO Tegaskan Seruan Ini"
https://iqra.republika.co.id/berita/s2t7hl430/apakah-alquran-menyebut-kapan-hancurnya-zionis,"20 October 2023, 11:14",Apakah Alquran Menyebut Kapan Hancurnya Zionis?
https://iqra.republika.co.id/berita/s2t62d430/khutbah-jumat-kami-bersama-palestina,"20 October 2023, 10:37",Khutbah Jumat: Kami Bersama Palestina
https://ekonomi.republika.co.id/berita/s2t35h502/ihsg-dibuka-melemah-seiring-kian-panasnya-konflik-di-timur-tengah,"20 October 2023, 09:34",IHSG Dibuka Melemah Seiring Kian Panasnya Konflik di Timur Tengah
https://ekonomi.republika.co.id/berita/s2t27e502/erick-thohir-ungkap-isu-palestina-jadi-pembahasan-pertemuan-jokowipangeran-mbs,"20 October 2023, 09:14",Erick Thohir Ungkap Isu Palestina Jadi Pembahasan Pertemuan Jokowi-Pangeran MBS
https://khazanah.republika.co.id/berita/s2s0w0430/siapa-bisa-hentikan-israel,"20 October 2023, 04:45",Siapa Bisa Hentikan Israel?
https://visual.republika.co.id/berita/s2s9ki491/menyalakan-lilin-bentuk-perdamaian-aksi-mahasiswa-bela-palestina-di-makassar,"19 October 2023, 22:55","Menyalakan Lilin Bentuk Perdamaian, Aksi Mahasiswa Bela Palestina di Makassar"
https://khazanah.republika.co.id/berita/s2rhfm451/mcdonalds-berbagai-negara-dukung-palestina-rp-8-miliar-bantuan-disalurkan,"19 October 2023, 22:44","McDonalds Berbagai Negara Dukung Palestina, Rp 8 Miliar Bantuan Disalurkan"
https://visual.republika.co.id/berita/s2s7xg491/melihat-lebih-dekat-tenda-untuk-pengungsi-warga-gaza,"19 October 2023, 22:20",Melihat Lebih Dekat Tenda Untuk Pengungsi Warga Gaza
https://internasional.republika.co.id/berita/s2s69n502/china-kecewa-as-veto-resolusi-dewan-keamanan-tentang-israelpalestina,"19 October 2023, 21:44",China Kecewa AS Veto Resolusi Dewan Keamanan tentang Israel-Palestina
https://khazanah.republika.co.id/berita/s2s11x430/jokowi-indonesia-dan-oki-desak-hentikan-kekerasan-di-palestina,"19 October 2023, 19:51",Jokowi: Indonesia dan OKI Desak Hentikan Kekerasan di Palestina
https://islamdigest.republika.co.id/berita/s2s0d6430/kisah-hidup-salah-satu-tokoh-pendiri-hamas-di-palestina-2habis,"19 October 2023, 19:36",Kisah Hidup Salah Satu Tokoh Pendiri Hamas di Palestina (2-Habis)
https://islamdigest.republika.co.id/berita/s2s09l430/kisah-hidup-salah-satu-tokoh-pendiri-hamas-di-palestina-1,"19 October 2023, 19:34",Kisah Hidup Salah Satu Tokoh Pendiri Hamas di Palestina (1)
https://iqra.republika.co.id/berita/s2rjuv430/asal-usul-bangsa-saba-yang-keturunan-menyebar-dari-yaman-ke-palestina,"19 October 2023, 13:40",Asal Usul Bangsa Saba yang Keturunan Menyebar dari Yaman ke Palestina
