article_link,date_time,article_title
https://www.detik.com/sumut/berita/d-7021373/ananda-omesh-istri-lelang-motor-royal-enfield-untuk-bantu-palestina,06 Nov 2023 12:46 WIB,Ananda Omesh-Istri Lelang Motor Royal Enfield untuk Bantu Palestina
https://news.detik.com/foto-news/d-7022336/bantuan-untuk-rakyat-palestina-terus-mengalir,06 Nov 2023 12:40 WIB,Bantuan untuk Rakyat Palestina Terus Mengalir
https://hot.detik.com/detiktv/d-7021427/rencana-ananda-omesh-lelang-motor-royal-enfield-untuk-palestina,06 Nov 2023 12:34 WIB,Rencana Ananda Omesh Lelang Motor Royal Enfield untuk Palestina
https://news.detik.com/berita/d-7021407/kirim-26-5-ton-bantuan-ke-palestina-polri-mohon-doa-semoga-tiba-tepat-waktu,06 Nov 2023 12:26 WIB,"Kirim 26,5 Ton Bantuan ke Palestina, Polri: Mohon Doa, Semoga Tiba Tepat Waktu"
https://news.detik.com/detiktv/d-7021385/israel-bakal-terus-menyerang-minta-warga-gaza-pindah-ke-selatan,06 Nov 2023 12:17 WIB,"Israel Bakal Terus Menyerang, Minta Warga Gaza Pindah ke Selatan"
https://hot.detik.com/celeb/d-7021221/bella-hadid-tak-takut-kehilangan-pekerjaan-karena-dukung-palestina,06 Nov 2023 12:02 WIB,Bella Hadid Tak Takut Kehilangan Pekerjaan karena Dukung Palestina
https://health.detik.com/berita-detikhealth/d-7021333/kesaksian-dokter-pediatri-tangani-anak-anak-gaza-korban-kekejaman-israel,06 Nov 2023 12:01 WIB,Kesaksian Dokter Pediatri Tangani Anak-anak Gaza Korban Kekejaman Israel
https://news.detik.com/detiktv/d-7021310/ri-punya-3-kapal-rs-tni-yang-siap-dikirim-ke-gaza,06 Nov 2023 11:49 WIB,RI Punya 3 Kapal RS TNI yang Siap Dikirim ke Gaza
https://news.detik.com/berita/d-7021304/israel-masih-gempur-gaza-pakar-sarankan-jokowi-hubungi-biden-cegah-pd-iii,06 Nov 2023 11:46 WIB,"Israel Masih Gempur Gaza, Pakar Sarankan Jokowi Hubungi Biden Cegah PD III"
https://news.detik.com/berita/d-7021293/pintu-di-sisi-gaza-tak-dibuka-1-keluarga-wni-belum-bisa-dievakuasi,06 Nov 2023 11:44 WIB,"Pintu di Sisi Gaza Tak Dibuka, 1 Keluarga WNI Belum Bisa Dievakuasi"
https://news.detik.com/internasional/d-7021278/pimpinan-18-badan-pbb-serukan-gencatan-senjata-di-gaza-cukup-sudah,06 Nov 2023 11:42 WIB,Pimpinan 18 Badan PBB Serukan Gencatan Senjata di Gaza: Cukup Sudah!
https://www.detik.com/jabar/berita/d-7020468/10-lagu-tentang-dukungan-untuk-palestina,06 Nov 2023 11:30 WIB,10 Lagu tentang Dukungan untuk Palestina
https://health.detik.com/fotohealth/d-7021075/dokter-naik-sepeda-belasan-kilometer-untuk-tangani-korban-di-gaza,06 Nov 2023 11:30 WIB,Dokter Naik Sepeda Belasan Kilometer untuk Tangani Korban di Gaza
https://news.detik.com/berita/d-7021228/banom-ppp-ajak-masyarakat-doakan-salat-gaib-untuk-para-syuhada-palestina,06 Nov 2023 11:26 WIB,Banom PPP Ajak Masyarakat Doakan-Salat Gaib untuk Para Syuhada Palestina
