article_link,article_title
https://www.cnbcindonesia.com/news/20231117081138-8-489748/bahan-bakar-habis-komunikasi-di-gaza-mati,"Bahan Bakar Habis, Komunikasi Di Gaza Mati"
https://www.cnbcindonesia.com/news/20231117073841-4-489744/viral-surat-osama-bin-laden-untuk-as-bawa-bawa-israel,"Viral Surat Osama bin Laden untuk AS, Bawa-Bawa Israel"
https://www.cnbcindonesia.com/lifestyle/20231116162807-33-489632/donatur-harvard-ancam-setop-dana-karena-pidato-pro-palestina,Donatur Harvard Ancam Setop Dana karena Pidato Pro Palestina
https://www.cnbcindonesia.com/market/20231117065200-17-489725/cara-cek-produk-yang-dukung-israel-ini-linknya,"Cara Cek Produk yang Dukung Israel, Ini Linknya"
https://www.cnbcindonesia.com/news/20231117065617-4-489726/rs-indonesia-di-gaza-berhenti-beroperasi-begini-nasib-pasien,"RS Indonesia di Gaza Berhenti Beroperasi, Begini Nasib Pasien"
https://www.cnbcindonesia.com/news/20231117054859-4-489716/dukung-hamas-di-gaza-hizbullah-bombardir-israel-dari-lebanon,"Dukung Hamas di Gaza, Hizbullah Bombardir Israel dari Lebanon"
https://www.cnbcindonesia.com/news/20231117052053-4-489715/10-update-perang-gaza-as-warning-israel-respons-arab-saudi,10 Update Perang Gaza: AS Warning Israel-Respons Arab Saudi
https://www.cnbcindonesia.com/news/20231116210557-8-489704/ri-dapat-investasi-besar-hingga-utang-israel-tembus-rp-121-t,RI Dapat Investasi Besar Hingga Utang Israel Tembus Rp 121 T
https://www.cnbcindonesia.com/news/20231116210526-8-489703/nasib-ikn-setelah-jokowi-hingga-kesepakatan-hamas-israel,Nasib IKN Setelah Jokowi hingga Kesepakatan Hamas Israel
https://www.cnbcindonesia.com/news/20231116170536-7-489644/panas-rentetan-roket-israel-hizbullah-saling-tembak,Panas! Rentetan Roket Israel-Hizbullah Saling Tembak
https://www.cnbcindonesia.com/tech/20231116154041-37-489616/israel-palsukan-sejarah-tanah-palestina-incar-situs-arkeolog,"Israel Palsukan Sejarah Tanah Palestina, Incar Situs Arkeolog"
https://www.cnbcindonesia.com/news/20231116170914-4-489645/ini-daftar-barang-israel-yang-paling-banyak-diimpor-indonesia,Ini Daftar Barang Israel yang Paling Banyak Diimpor Indonesia
https://www.cnbcindonesia.com/news/20231116164919-4-489638/arab-respons-israel-serbu-rs-al-shifa-tembaki-orang-orang,"Arab Respons Israel Serbu RS Al-Shifa, Tembaki Orang-Orang"
https://www.cnbcindonesia.com/news/20231116153912-4-489612/israel-tolak-resolusi-terbaru-pbb-soal-gaza-sebut-ini,"Israel Tolak Resolusi Terbaru PBB Soal Gaza, Sebut Ini"
https://www.cnbcindonesia.com/news/20231116150949-4-489603/as-warning-israel-biden-duduki-gaza-adalah-kesalahan-besar,"AS Warning Israel, Biden: Duduki Gaza adalah Kesalahan Besar"
https://www.cnbcindonesia.com/news/20231116083408-7-489477/penampakan-kain-kafan-di-depan-gedung-putih-as-ada-apa,"Penampakan Kain Kafan di Depan Gedung Putih AS, Ada Apa?"
https://www.cnbcindonesia.com/market/20231116132102-17-489570/nasib-terkini-saham-yang-terimbas-boikot-israel,Nasib Terkini Saham yang Terimbas Boikot Israel
https://www.cnbcindonesia.com/news/20231116072148-7-489454/tentara-israel-geledah-rs-al-shifa-gaza-klaim-temukan-ini,"Tentara Israel Geledah RS Al-Shifa Gaza, Klaim Temukan Ini"
https://www.cnbcindonesia.com/news/20231116095053-4-489500/kabar-terkini-negosiasi-hamas-israel-oleh-qatar-seperti-apa,"Kabar Terkini Negosiasi Hamas-Israel oleh Qatar, Seperti Apa?"
https://www.cnbcindonesia.com/news/20231116081018-8-489470/erdogan-sebut-israel-teroris,Erdogan Sebut Israel Teroris
https://www.cnbcindonesia.com/news/20231115193527-7-489404/potret-terkini-gaza-hancur-lebur-diselimuti-kepulan-asap,"Potret Terkini Gaza, Hancur Lebur-Diselimuti Kepulan Asap"
https://www.cnbcindonesia.com/news/20231116055712-4-489434/partai-penguasa-di-israel-mau-gulingkan-netanyahu-kenapa,"Partai Penguasa di Israel Mau Gulingkan Netanyahu, Kenapa?"
https://www.cnbcindonesia.com/news/20231116051426-4-489432/serangan-israel-ke-rs-al-shifa-jadi-bumerang-ini-buktinya,"Serangan Israel ke RS Al-Shifa Jadi Bumerang, Ini Buktinya"
https://www.cnbcindonesia.com/news/20231115170431-4-489341/netanyahu-ngamuk-ke-pm-kanada-trudeau-gegara-perang-gaza,Netanyahu Ngamuk ke PM Kanada Trudeau Gegara Perang Gaza
https://www.cnbcindonesia.com/news/20231115174747-4-489356/jerman-sumbang-rp-27-t-untuk-palestina,"Jerman Sumbang Rp 2,7 T untuk Palestina"
https://www.cnbcindonesia.com/news/20231115174201-4-489352/nilai-impor-ri-palestina-rp243-m-ada-karpet-hingga-buah,"Nilai Impor RI-Palestina Rp24,3 M, Ada Karpet hingga Buah"
https://www.cnbcindonesia.com/news/20231115163423-4-489313/wamenlu-ri-buka-bukaan-soal-sulitnya-kirim-bantuan-ke-gaza,Wamenlu RI Buka-bukaan Soal Sulitnya Kirim Bantuan ke Gaza
https://www.cnbcindonesia.com/news/20231115174714-7-489361/potret-mayat-berserakan-di-rs-al-shifa-gaza-hampir-busuk,"Potret Mayat Berserakan di RS Al Shifa Gaza, Hampir Busuk"
https://www.cnbcindonesia.com/lifestyle/20231115175057-33-489358/pria-ini-lelang-tiket-coldplay-demi-donasi-untuk-palestina,Pria Ini Lelang Tiket Coldplay Demi Donasi untuk Palestina
https://www.cnbcindonesia.com/news/20231115155440-4-489304/gila-israel-serbu-rs-al-shifa-gaza-kepung-ugd-tank-tempur,"Gila! Israel Serbu RS Al-Shifa Gaza, Kepung UGD-Tank Tempur"
https://www.cnbcindonesia.com/news/20231115152500-4-489290/bps-tegaskan-efek-boikot-produk-israel-butuh-kajian-khusus,BPS Tegaskan Efek Boikot Produk Israel Butuh Kajian Khusus
https://www.cnbcindonesia.com/news/20231115164003-4-489318/ramai-boikot-produk-israel-di-ri-pengusaha-ritel-bilang-gini,"Ramai Boikot Produk Israel di RI, Pengusaha Ritel Bilang Gini"
https://www.cnbcindonesia.com/lifestyle/20231115143553-33-489265/tak-nyangka-coldplay-pernah-kolab-sama-musisi-palestina,"Tak Nyangka, Coldplay Pernah Kolab sama Musisi Palestina"
https://www.cnbcindonesia.com/news/20231115150023-4-489282/apakah-konflik-israel-di-palestina-adalah-perang-agama,Apakah Konflik Israel di Palestina adalah Perang Agama?
https://www.cnbcindonesia.com/news/20231115162034-4-489309/data-segini-perdagangan-ri-dengan-israel-palestina,Data: Segini Perdagangan RI dengan Israel & Palestina!
https://www.cnbcindonesia.com/news/20231115143718-4-489266/dipecat-dari-mendagri-wanita-ini-umbar-aib-rishi-sunak,"Dipecat dari Mendagri, Wanita Ini Umbar 'Aib' Rishi Sunak"
